Step|OZCN|OpCode|          Bin           |
0001_0001_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_0001_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_0010_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_0011_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_0100_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_0101_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_0110_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_0111_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_000001 000000000000001001000000       IR_IN    RAM_OUT
